monthly_income,housing_expense,food_expense,transport_expense,utilities_expense,other_expense,total_debt,num_active_loans,has_defaulted,payment_regularity,has_savings,monthly_savings,mobile_money_frequency,age,employment_type,num_dependents,total_expenses,debt_to_income_ratio,expense_ratio,savings_rate,housing_burden,discretionary_ratio,net_monthly_cash_flow,affordability_index,debt_service_ratio,savings_consistency,payment_score,mobile_money_score,employment_encoded,dependency_burden,high_debt_flag,deficit_flag,overextended_flag,housing_stress_flag,credit_score
4160.82,1444.83,636.07,254.34,446.98,69.66,2545.27,1,0,sometimes,1,900.58,monthly,43,self_employed,8,2851.88,0.6117,0.6854,0.2164,0.3472,0.3925,408.36,0.0981,0.0184,0.2164,0.5,0.4,2,1.9227,1,0,0,1,596
8515.99,899.06,1236.58,927.72,523.03,1873.97,5803.36,1,0,always,0,0.0,daily,49,employed,1,5460.36,0.6815,0.6412,0.0,0.1056,0.6878,3055.63,0.3588,0.0204,0.0,1.0,1.0,3,0.1174,1,0,0,0,697
14389.05,2003.84,3350.36,1580.96,3257.11,1024.8,12869.79,1,0,sometimes,0,0.0,monthly,48,employed,5,11217.07,0.8944,0.7796,0.0,0.1393,0.4015,3171.98,0.2204,0.0268,0.0,0.5,0.4,3,0.3475,1,0,0,0,652
9753.22,1860.48,1648.32,192.2,235.96,154.29,5665.1,1,0,always,0,0.0,weekly,18,employed,2,4091.25,0.5808,0.4195,0.0,0.1908,0.616,5661.97,0.5805,0.0174,0.0,1.0,0.75,3,0.2051,1,0,0,0,729
7722.51,1366.77,861.05,1464.48,1733.31,260.38,181.38,1,0,always,0,0.0,monthly,53,employed,4,5685.99,0.0235,0.7363,0.0,0.177,0.4871,2036.52,0.2637,0.0007,0.0,1.0,0.4,3,0.518,0,0,0,0,850
1069.67,400.61,140.49,103.33,151.46,54.84,55.58,1,1,rarely,1,134.32,weekly,36,unemployed,2,850.73,0.052,0.7953,0.1256,0.3745,0.3525,84.62,0.0791,0.0016,0.1256,0.0,0.75,0,1.8697,0,0,0,1,472
1962.5,461.78,455.44,188.47,37.84,203.74,1285.8,1,0,always,0,0.0,weekly,18,self_employed,2,1347.27,0.6552,0.6865,0.0,0.2353,0.5133,615.23,0.3135,0.0197,0.0,1.0,0.75,2,1.0191,1,0,0,0,669
3942.71,1009.58,1456.9,561.41,210.83,541.2,2617.75,1,0,sometimes,0,0.0,weekly,42,employed,7,3779.92,0.6639,0.9587,0.0,0.2561,0.3209,162.79,0.0413,0.0199,0.0,0.5,0.75,3,1.7754,1,0,0,0,594
1709.35,151.5,370.65,166.95,197.27,78.05,286.5,0,0,always,0,0.0,weekly,60,self_employed,1,964.42,0.1676,0.5642,0.0,0.0886,0.5791,744.93,0.4358,0.005,0.0,1.0,0.75,2,0.585,0,0,0,0,850
4325.28,547.49,1633.0,576.05,188.5,12.11,2266.74,3,0,sometimes,1,617.28,weekly,52,self_employed,4,2957.15,0.5241,0.6837,0.1427,0.1266,0.4523,750.85,0.1736,0.0157,0.1427,0.5,0.75,2,0.9248,1,0,1,0,571
10448.88,2406.86,4853.66,88.18,142.87,777.65,39.39,3,0,sometimes,0,0.0,weekly,34,employed,1,8269.22,0.0038,0.7914,0.0,0.2303,0.2915,2179.66,0.2086,0.0001,0.0,0.5,0.75,3,0.0957,0,0,1,0,791
1515.73,253.46,519.17,284.16,167.3,52.08,617.51,1,0,sometimes,0,0.0,monthly,59,self_employed,3,1276.17,0.4074,0.842,0.0,0.1672,0.3799,239.56,0.158,0.0122,0.0,0.5,0.4,2,1.9792,0,0,0,0,682
6299.03,752.8,1814.41,500.97,842.56,686.09,6697.31,2,0,always,0,0.0,daily,35,self_employed,4,4596.83,1.0632,0.7298,0.0,0.1195,0.4587,1702.2,0.2702,0.0319,0.0,1.0,1.0,2,0.635,1,0,0,0,692
3738.46,1166.88,1266.0,323.99,268.43,438.89,1596.69,1,0,sometimes,0,0.0,weekly,36,employed,1,3464.19,0.4271,0.9266,0.0,0.3121,0.2774,274.27,0.0734,0.0128,0.0,0.5,0.75,3,0.2675,0,0,0,1,668
4930.48,669.38,1836.35,352.89,147.1,1471.76,1213.56,0,0,always,1,1035.15,monthly,59,employed,1,4477.48,0.2461,0.9081,0.2099,0.1358,0.462,-582.15,-0.1181,0.0074,0.2099,1.0,0.4,3,0.2028,0,1,0,0,730
2640.64,619.08,173.28,214.54,55.18,25.84,3633.48,2,0,sometimes,1,220.34,daily,42,employed,5,1087.92,1.376,0.412,0.0834,0.2344,0.679,1332.38,0.5046,0.0413,0.0834,0.5,1.0,3,1.8935,1,0,0,0,665
1558.12,559.22,281.82,286.89,36.94,93.93,44.56,2,1,rarely,0,0.0,weekly,42,employed,2,1258.8,0.0286,0.8079,0.0,0.3589,0.4365,299.32,0.1921,0.0009,0.0,0.0,0.75,3,1.2836,0,0,0,1,573
16946.2,4794.9,8654.68,105.92,1642.9,1298.42,38556.61,2,0,always,0,0.0,weekly,48,employed,1,16496.82,2.2752,0.9735,0.0,0.2829,0.1094,449.38,0.0265,0.0683,0.0,1.0,0.75,3,0.059,1,0,0,0,651
907.02,92.04,114.22,45.4,278.19,89.93,2391.64,3,0,always,0,0.0,daily,48,student,2,619.78,2.6368,0.6833,0.0,0.1015,0.4659,287.24,0.3167,0.0791,0.0,1.0,1.0,1,2.205,1,0,1,0,633
8750.8,955.71,2942.26,1432.87,220.93,805.33,986.68,3,0,sometimes,1,1831.64,daily,40,employed,3,6357.1,0.1128,0.7265,0.2093,0.1092,0.5293,562.06,0.0642,0.0034,0.2093,0.5,1.0,3,0.3428,0,0,1,0,829
6839.09,1683.24,919.85,103.39,355.14,1709.67,12455.87,1,1,sometimes,0,0.0,daily,19,self_employed,0,4771.29,1.8213,0.6976,0.0,0.2461,0.5675,2067.8,0.3024,0.0546,0.0,0.5,1.0,2,0.0,1,0,0,0,484
1746.29,388.75,493.11,162.28,185.8,81.48,736.64,2,0,always,0,0.0,daily,32,self_employed,1,1311.42,0.4218,0.751,0.0,0.2226,0.3886,434.87,0.249,0.0127,0.0,1.0,1.0,2,0.5726,0,0,0,0,773
2122.97,618.71,403.75,419.26,115.61,128.44,1742.17,2,0,sometimes,0,0.0,weekly,63,self_employed,3,1685.77,0.8206,0.7941,0.0,0.2914,0.4639,437.2,0.2059,0.0246,0.0,0.5,0.75,2,1.4131,1,0,0,0,641
2930.53,401.0,294.26,36.82,148.93,301.54,3750.34,1,0,sometimes,1,161.3,monthly,60,employed,1,1182.55,1.2797,0.4035,0.055,0.1368,0.7119,1586.68,0.5414,0.0384,0.055,0.5,0.4,3,0.3412,1,0,0,0,639
800.0,364.98,48.48,65.11,80.45,75.07,622.5,1,0,always,0,0.0,weekly,38,unemployed,3,634.09,0.7781,0.7926,0.0,0.4562,0.3826,165.91,0.2074,0.0233,0.0,1.0,0.75,0,3.75,1,0,0,1,591
6099.57,1090.17,582.01,342.56,40.63,970.44,3471.84,1,0,sometimes,0,0.0,weekly,43,employed,2,3025.81,0.5692,0.4961,0.0,0.1787,0.7192,3073.76,0.5039,0.0171,0.0,0.5,0.75,3,0.3279,1,0,0,0,654
800.0,436.95,35.34,91.74,44.99,7.73,1070.18,1,1,always,1,26.98,monthly,37,unemployed,2,616.75,1.3377,0.7709,0.0337,0.5462,0.3534,156.27,0.1953,0.0401,0.0337,1.0,0.4,0,2.5,1,0,0,1,424
5359.47,1440.79,303.1,380.27,771.36,633.63,812.9,2,0,always,0,0.0,daily,57,employed,2,3529.15,0.1517,0.6585,0.0,0.2688,0.5307,1830.32,0.3415,0.0046,0.0,1.0,1.0,3,0.3732,0,0,0,0,850
4840.29,2271.48,289.94,123.41,168.68,448.86,1997.35,0,0,always,1,490.24,never,59,self_employed,1,3302.37,0.4127,0.6823,0.1013,0.4693,0.436,1047.68,0.2164,0.0124,0.1013,1.0,0.0,2,0.2066,0,0,0,1,784
800.0,255.02,28.08,37.8,40.9,39.65,753.02,2,0,always,1,145.14,monthly,42,student,2,401.45,0.9413,0.5018,0.1814,0.3188,0.595,253.41,0.3168,0.0282,0.1814,1.0,0.4,1,2.5,1,0,0,1,687
2307.22,925.99,123.1,367.02,183.69,312.2,194.49,4,0,always,1,406.35,weekly,37,self_employed,2,1912.0,0.0843,0.8287,0.1761,0.4013,0.4657,-11.13,-0.0048,0.0025,0.1761,1.0,0.75,2,0.8668,0,1,1,1,668
8587.92,1264.1,1399.05,1423.23,42.56,931.09,4365.49,1,1,rarely,0,0.0,weekly,46,employed,0,5060.03,0.5083,0.5892,0.0,0.1472,0.6849,3527.89,0.4108,0.0152,0.0,0.0,0.75,3,0.0,1,0,0,0,436
4495.26,630.33,553.59,978.04,99.09,32.21,1981.08,1,0,sometimes,1,103.57,daily,60,employed,2,2293.26,0.4407,0.5102,0.023,0.1402,0.7146,2098.43,0.4668,0.0132,0.023,0.5,1.0,3,0.4449,1,0,0,0,710
5095.22,805.09,1082.79,341.22,5.47,93.55,12066.54,0,0,sometimes,1,536.75,never,49,employed,4,2328.12,2.3682,0.4569,0.1053,0.158,0.6284,2230.35,0.4377,0.071,0.1053,0.5,0.0,3,0.785,1,0,0,0,672
10000.43,3215.92,181.74,195.78,241.22,425.23,2290.57,1,0,always,0,0.0,daily,33,employed,1,4259.89,0.229,0.426,0.0,0.3216,0.6361,5740.54,0.574,0.0069,0.0,1.0,1.0,3,0.1,0,0,0,1,832
934.9,256.34,147.33,252.78,32.13,141.8,4.8,1,1,rarely,0,0.0,weekly,41,unemployed,1,830.38,0.0051,0.8882,0.0,0.2742,0.5339,104.52,0.1118,0.0002,0.0,0.0,0.75,0,1.0696,0,0,0,0,532
800.0,136.76,147.31,55.14,29.77,143.19,330.72,1,0,always,1,61.98,monthly,22,self_employed,0,512.17,0.4134,0.6402,0.0775,0.1709,0.6077,225.85,0.2823,0.0124,0.0775,1.0,0.4,2,0.0,0,0,0,0,772
3956.98,1761.87,752.59,360.0,68.06,46.72,1377.94,0,0,always,0,0.0,weekly,19,self_employed,3,2989.24,0.3482,0.7554,0.0,0.4453,0.3474,967.74,0.2446,0.0104,0.0,1.0,0.75,2,0.7582,0,0,0,1,815
2907.56,580.07,1100.21,267.75,40.38,290.9,345.67,0,0,sometimes,0,0.0,monthly,55,employed,1,2279.31,0.1189,0.7839,0.0,0.1995,0.4082,628.25,0.2161,0.0036,0.0,0.5,0.4,3,0.3439,0,0,0,0,806
6512.36,501.28,628.89,1183.21,139.56,730.35,524.38,1,0,always,0,0.0,monthly,35,employed,2,3183.29,0.0805,0.4888,0.0,0.077,0.805,3329.07,0.5112,0.0024,0.0,1.0,0.4,3,0.3071,0,0,0,0,850
6918.31,2887.64,1682.02,557.02,214.17,588.19,3853.3,1,0,always,1,1045.87,never,28,employed,2,5929.04,0.557,0.857,0.1512,0.4174,0.3085,-56.6,-0.0082,0.0167,0.1512,1.0,0.0,3,0.2891,1,1,0,1,546
5245.67,2681.04,63.53,205.54,128.76,1176.26,11554.49,0,0,sometimes,0,0.0,daily,44,employed,2,4255.13,2.2027,0.8112,0.0,0.5111,0.4522,990.54,0.1888,0.0661,0.0,0.5,1.0,3,0.3813,1,0,0,1,612
5229.91,963.7,816.62,401.83,63.5,1132.42,9286.33,0,0,always,1,316.95,weekly,37,self_employed,1,3378.07,1.7756,0.6459,0.0606,0.1843,0.6474,1534.89,0.2935,0.0533,0.0606,1.0,0.75,2,0.1912,1,0,0,0,712
4633.6,1650.38,1241.83,116.57,54.07,882.4,2015.0,1,0,always,0,0.0,monthly,53,employed,1,3945.25,0.4349,0.8514,0.0,0.3562,0.3641,688.35,0.1486,0.013,0.0,1.0,0.4,3,0.2158,1,0,0,1,704
800.0,76.17,355.54,58.8,53.19,105.75,467.27,1,0,always,1,163.17,weekly,26,student,2,649.45,0.5841,0.8118,0.204,0.0952,0.3939,-12.62,-0.0158,0.0175,0.204,1.0,0.75,1,2.5,1,1,0,0,539
4943.9,1118.13,496.93,114.66,454.79,622.33,776.56,0,0,sometimes,1,514.54,monthly,23,employed,2,2806.84,0.1571,0.5677,0.1041,0.2262,0.5813,1622.52,0.3282,0.0047,0.1041,0.5,0.4,3,0.4045,0,0,0,0,850
8732.0,3428.66,1370.54,2763.04,517.61,281.23,8106.18,0,0,sometimes,1,306.21,never,48,self_employed,3,8361.08,0.9283,0.9575,0.0351,0.3927,0.3911,64.71,0.0074,0.0278,0.0351,0.5,0.0,2,0.3436,1,0,0,1,561
2592.08,561.42,759.56,209.46,234.88,206.37,7536.43,0,1,rarely,0,0.0,weekly,53,employed,1,1971.69,2.9075,0.7607,0.0,0.2166,0.3998,620.39,0.2393,0.0872,0.0,0.0,0.75,3,0.3858,1,0,0,0,434
800.0,237.88,80.12,113.05,84.45,21.85,789.23,1,0,always,1,131.15,weekly,25,unemployed,0,537.35,0.9865,0.6717,0.1639,0.2973,0.4969,131.5,0.1644,0.0296,0.1639,1.0,0.75,0,0.0,1,0,0,0,692
1017.16,113.42,153.27,344.05,102.64,118.9,460.22,0,0,rarely,0,0.0,daily,50,student,4,832.28,0.4525,0.8182,0.0,0.1115,0.6369,184.88,0.1818,0.0136,0.0,0.0,1.0,1,3.9325,1,0,0,0,561
3267.72,1701.56,231.76,628.85,249.83,24.06,5.94,0,0,sometimes,0,0.0,monthly,35,employed,2,2836.06,0.0018,0.8679,0.0,0.5207,0.3319,431.66,0.1321,0.0001,0.0,0.5,0.4,3,0.612,0,0,0,1,800
9753.47,1388.8,996.71,546.91,2681.88,751.09,3157.63,0,1,rarely,0,0.0,daily,33,employed,0,6365.39,0.3237,0.6526,0.0,0.1424,0.4805,3388.08,0.3474,0.0097,0.0,0.0,1.0,3,0.0,0,0,0,0,583
3084.34,2192.15,382.63,157.92,6.68,4.53,5993.61,0,0,always,0,0.0,weekly,52,self_employed,4,2743.91,1.9432,0.8896,0.0,0.7107,0.163,340.43,0.1104,0.0583,0.0,1.0,0.75,2,1.2969,1,0,0,1,625
3550.35,471.76,180.31,755.64,376.16,725.46,36.05,2,0,always,0,0.0,monthly,35,self_employed,5,2509.33,0.0102,0.7068,0.0,0.1329,0.7104,1041.02,0.2932,0.0003,0.0,1.0,0.4,2,1.4083,0,0,0,0,846
800.0,175.61,120.6,90.24,4.36,20.66,1996.91,1,0,always,0,0.0,monthly,57,unemployed,1,411.47,2.4961,0.5143,0.0,0.2195,0.6243,388.53,0.4857,0.0749,0.0,1.0,0.4,0,1.25,1,0,0,0,636
800.0,160.73,103.21,116.73,24.78,99.62,2980.36,0,0,sometimes,0,0.0,weekly,32,unemployed,0,505.07,3.7254,0.6313,0.0,0.2009,0.6391,294.93,0.3687,0.1118,0.0,0.5,0.75,0,0.0,1,0,0,0,600
8376.27,1204.81,1124.11,169.97,65.03,151.15,1427.26,0,0,sometimes,0,0.0,monthly,53,self_employed,1,2715.07,0.1704,0.3241,0.0,0.1438,0.7142,5661.2,0.6759,0.0051,0.0,0.5,0.4,2,0.1194,0,0,0,0,801
1468.02,157.23,137.63,307.12,28.98,158.57,111.95,2,0,always,0,0.0,monthly,31,unemployed,3,789.53,0.0763,0.5378,0.0,0.1071,0.7794,678.49,0.4622,0.0023,0.0,1.0,0.4,0,2.0436,0,0,0,0,788
3365.7,1175.24,419.26,926.95,200.43,282.14,29.47,1,0,always,1,791.02,monthly,37,employed,0,3004.02,0.0088,0.8925,0.235,0.3492,0.4667,-429.34,-0.1276,0.0003,0.235,1.0,0.4,3,0.0,0,1,0,1,760
3836.0,1247.56,1201.93,106.12,224.94,426.77,1583.97,1,0,always,1,644.96,daily,49,employed,3,3207.32,0.4129,0.8361,0.1681,0.3252,0.3028,-16.28,-0.0042,0.0124,0.1681,1.0,1.0,3,0.7821,0,1,0,1,652
5781.71,967.08,1130.67,322.02,29.13,1110.42,7973.58,1,0,always,1,1003.84,monthly,27,employed,3,3559.32,1.3791,0.6156,0.1736,0.1673,0.6321,1218.55,0.2108,0.0414,0.1736,1.0,0.4,3,0.5189,1,0,0,0,759
1470.94,339.88,158.13,85.05,156.99,45.53,4541.71,1,1,sometimes,0,0.0,daily,48,student,2,785.58,3.0876,0.5341,0.0,0.2311,0.5547,685.36,0.4659,0.0926,0.0,0.5,1.0,1,1.3597,1,0,0,0,440
1454.29,211.72,344.47,65.41,267.81,279.1,57.9,1,1,sometimes,1,56.03,never,19,unemployed,1,1168.51,0.0398,0.8035,0.0385,0.1456,0.4334,229.75,0.158,0.0012,0.0385,0.5,0.0,0,0.6876,0,0,0,0,592
21411.04,2212.67,6891.22,3375.64,518.97,1975.09,82443.0,2,0,always,0,0.0,daily,58,self_employed,0,14973.59,3.8505,0.6993,0.0,0.1033,0.5506,6437.45,0.3007,0.1155,0.0,1.0,1.0,2,0.0,1,0,0,0,727
4386.75,1264.79,999.04,359.01,78.38,824.99,4578.56,0,0,sometimes,0,0.0,weekly,50,employed,3,3526.21,1.0437,0.8038,0.0,0.2883,0.4661,860.54,0.1962,0.0313,0.0,0.5,0.75,3,0.6839,1,0,0,0,645
2182.72,603.98,549.45,423.35,121.36,297.02,456.57,0,0,sometimes,1,232.69,daily,63,self_employed,5,1995.16,0.2092,0.9141,0.1066,0.2767,0.416,-45.13,-0.0207,0.0063,0.1066,0.5,1.0,2,2.2907,0,1,0,0,632
6455.79,2024.25,372.6,419.8,67.91,318.5,7408.36,0,0,always,1,511.89,weekly,53,employed,2,3203.06,1.1476,0.4962,0.0793,0.3136,0.6182,2740.84,0.4246,0.0344,0.0793,1.0,0.75,3,0.3098,1,0,0,1,680
2757.62,164.27,509.89,236.72,121.77,339.28,293.59,0,0,sometimes,0,0.0,weekly,24,self_employed,1,1371.93,0.1065,0.4975,0.0,0.0596,0.7114,1385.69,0.5025,0.0032,0.0,0.5,0.75,2,0.3626,0,0,0,0,816
5814.08,2598.67,1345.14,112.81,106.35,119.08,174.52,0,0,always,0,0.0,daily,44,self_employed,1,4282.05,0.03,0.7365,0.0,0.447,0.3034,1532.03,0.2635,0.0009,0.0,1.0,1.0,2,0.172,0,0,0,1,850
6258.4,1013.94,645.51,629.8,574.95,445.27,4796.32,0,0,rarely,0,0.0,monthly,29,self_employed,2,3309.47,0.7664,0.5288,0.0,0.162,0.643,2948.93,0.4712,0.023,0.0,0.0,0.4,2,0.3196,1,0,0,0,584
21167.53,7234.14,3325.51,1186.24,336.79,880.42,38404.59,1,0,always,1,3654.41,daily,22,self_employed,1,12963.1,1.8143,0.6124,0.1726,0.3418,0.4852,4550.02,0.215,0.0544,0.1726,1.0,1.0,2,0.0472,1,0,0,1,742
6435.38,1762.85,837.15,1589.25,532.64,1215.07,1116.69,0,0,sometimes,0,0.0,weekly,44,employed,3,5936.96,0.1735,0.9226,0.0,0.2739,0.5132,498.42,0.0774,0.0052,0.0,0.5,0.75,3,0.4662,0,0,0,0,750
6896.86,688.22,1372.56,671.03,56.66,157.83,251.18,0,1,sometimes,0,0.0,monthly,56,employed,2,2946.3,0.0364,0.4272,0.0,0.0998,0.693,3950.56,0.5728,0.0011,0.0,0.5,0.4,3,0.29,0,0,0,0,683
835.64,246.8,72.41,115.77,59.57,96.63,208.75,2,0,always,0,0.0,weekly,20,student,5,591.18,0.2498,0.7075,0.0,0.2953,0.5467,244.46,0.2925,0.0075,0.0,1.0,0.75,1,5.9834,0,0,0,0,797
4198.7,1285.69,739.93,775.9,557.29,33.27,2880.91,1,0,always,1,951.29,weekly,64,employed,1,3392.08,0.6861,0.8079,0.2266,0.3062,0.3848,-144.67,-0.0345,0.0206,0.2266,1.0,0.75,3,0.2382,1,1,0,1,574
5942.57,944.13,2186.8,1835.8,382.54,157.87,1406.13,0,1,sometimes,1,630.19,weekly,45,employed,1,5507.14,0.2366,0.9267,0.106,0.1589,0.4088,-194.76,-0.0328,0.0071,0.106,0.5,0.75,3,0.1683,0,1,0,0,523
3686.18,1182.99,807.66,448.27,269.37,245.25,17.93,3,0,always,0,0.0,weekly,48,employed,2,2953.54,0.0049,0.8012,0.0,0.3209,0.3869,732.64,0.1988,0.0001,0.0,1.0,0.75,3,0.5426,0,0,1,1,824
5499.44,2055.83,299.57,863.89,122.43,596.3,14143.64,0,0,always,0,0.0,weekly,44,employed,2,3938.02,2.5718,0.7161,0.0,0.3738,0.5494,1561.42,0.2839,0.0772,0.0,1.0,0.75,3,0.3637,1,0,0,1,712
6918.23,643.47,2538.25,2224.3,307.2,55.17,5.24,2,0,sometimes,0,0.0,monthly,22,employed,3,5768.39,0.0008,0.8338,0.0,0.093,0.4957,1149.84,0.1662,0.0,0.0,0.5,0.4,3,0.4336,0,0,0,0,800
5852.02,1573.74,639.44,1178.19,702.23,381.27,14.19,0,0,always,1,571.83,monthly,58,employed,0,4474.87,0.0024,0.7647,0.0977,0.2689,0.5018,805.32,0.1376,0.0001,0.0977,1.0,0.4,3,0.0,0,0,0,0,850
4004.1,971.04,1030.39,1018.12,115.18,272.82,67.92,0,0,sometimes,1,517.98,never,26,employed,2,3407.55,0.017,0.851,0.1294,0.2425,0.4714,78.57,0.0196,0.0005,0.1294,0.5,0.0,3,0.4995,0,0,0,0,793
1347.61,284.59,362.45,108.61,24.25,78.3,1314.38,2,0,always,0,0.0,weekly,24,student,3,858.2,0.9753,0.6368,0.0,0.2112,0.5019,489.41,0.3632,0.0293,0.0,1.0,0.75,1,2.2262,1,0,0,0,650
4808.52,3046.44,274.78,471.33,747.0,87.84,5976.26,1,0,sometimes,0,0.0,monthly,41,employed,2,4627.39,1.2428,0.9623,0.0,0.6336,0.154,181.13,0.0377,0.0373,0.0,0.5,0.4,3,0.4159,1,0,0,1,560
800.0,146.88,209.52,127.73,205.48,48.77,263.61,2,0,rarely,0,0.0,monthly,37,unemployed,1,738.38,0.3295,0.923,0.0,0.1836,0.2977,61.62,0.077,0.0099,0.0,0.0,0.4,0,1.25,0,0,0,0,597
1067.2,375.39,239.29,214.85,37.05,11.21,2171.95,0,1,sometimes,0,0.0,weekly,56,unemployed,3,877.79,2.0352,0.8225,0.0,0.3518,0.3893,189.41,0.1775,0.0611,0.0,0.5,0.75,0,2.8111,1,0,0,1,392
800.0,161.12,166.22,114.3,64.06,66.47,1551.92,0,0,sometimes,1,28.57,weekly,54,unemployed,4,572.17,1.9399,0.7152,0.0357,0.2014,0.5108,199.26,0.2491,0.0582,0.0357,0.5,0.75,0,5.0,1,0,0,0,594
6073.8,943.89,360.56,1476.46,2161.63,673.79,1436.66,3,0,always,0,0.0,weekly,27,self_employed,1,5616.33,0.2365,0.9247,0.0,0.1554,0.4293,457.47,0.0753,0.0071,0.0,1.0,0.75,2,0.1646,0,0,1,0,751
6355.85,1244.29,1515.3,1130.56,398.67,29.0,3266.74,0,0,always,0,0.0,weekly,38,employed,1,4317.82,0.514,0.6793,0.0,0.1958,0.5031,2038.03,0.3207,0.0154,0.0,1.0,0.75,3,0.1573,1,0,0,0,709
2771.72,580.5,582.16,460.55,226.41,37.43,157.36,3,0,sometimes,0,0.0,monthly,64,self_employed,3,1887.05,0.0568,0.6808,0.0,0.2094,0.4988,884.67,0.3192,0.0017,0.0,0.5,0.4,2,1.0824,0,0,1,0,769
800.0,373.64,88.46,132.3,84.36,5.75,9.53,2,1,rarely,0,0.0,weekly,27,student,0,684.51,0.0119,0.8556,0.0,0.467,0.3169,115.49,0.1444,0.0004,0.0,0.0,0.75,1,0.0,0,0,0,1,534
6920.96,974.48,1148.39,327.57,701.18,518.59,230.81,3,0,always,0,0.0,weekly,54,self_employed,1,3670.21,0.0333,0.5303,0.0,0.1408,0.592,3250.75,0.4697,0.001,0.0,1.0,0.75,2,0.1445,0,0,1,0,841
5223.51,593.23,2093.81,458.68,849.55,500.5,490.34,1,0,always,1,1144.98,weekly,48,employed,4,4495.77,0.0939,0.8607,0.2192,0.1136,0.3229,-417.24,-0.0799,0.0028,0.2192,1.0,0.75,3,0.7658,0,1,0,0,765
5209.59,1352.51,731.24,393.56,465.44,522.45,11.01,0,0,sometimes,0,0.0,weekly,32,employed,7,3465.2,0.0021,0.6652,0.0,0.2596,0.5107,1744.39,0.3348,0.0001,0.0,0.5,0.75,3,1.3437,0,0,0,0,835
1069.13,223.69,208.56,239.86,0.98,58.54,1.89,0,0,sometimes,1,191.47,weekly,18,student,4,731.63,0.0018,0.6843,0.1791,0.2092,0.5948,146.03,0.1366,0.0001,0.1791,0.5,0.75,1,3.7414,0,0,0,0,778
10103.3,1906.44,1589.69,2167.28,1246.49,484.67,8765.1,1,0,sometimes,1,979.93,monthly,22,employed,2,7394.57,0.8675,0.7319,0.097,0.1887,0.5306,1728.8,0.1711,0.026,0.097,0.5,0.4,3,0.198,1,0,0,0,626
1605.72,643.54,168.25,218.05,23.17,261.52,246.31,0,0,sometimes,0,0.0,monthly,32,self_employed,0,1314.53,0.1534,0.8187,0.0,0.4008,0.48,291.19,0.1813,0.0046,0.0,0.5,0.4,2,0.0,0,0,0,1,734
4709.8,987.56,731.55,298.13,1189.36,196.71,0.5,4,0,sometimes,0,0.0,weekly,23,employed,5,3403.31,0.0001,0.7226,0.0,0.2097,0.3825,1306.49,0.2774,0.0,0.0,0.5,0.75,3,1.0616,0,0,1,0,764
7705.1,2331.73,1889.31,625.24,499.86,138.12,18076.63,3,0,always,1,804.99,weekly,51,self_employed,2,5484.26,2.3461,0.7118,0.1045,0.3026,0.3873,1415.85,0.1838,0.0704,0.1045,1.0,0.75,2,0.2596,1,0,1,1,612
7065.83,1541.5,1033.01,914.81,1197.46,44.25,4772.19,1,0,sometimes,1,1593.15,monthly,19,employed,3,4731.03,0.6754,0.6696,0.2255,0.2182,0.4662,741.65,0.105,0.0203,0.2255,0.5,0.4,3,0.4246,1,0,0,0,662
1739.57,229.6,536.31,99.75,153.8,256.06,3350.81,0,1,sometimes,0,0.0,weekly,25,employed,0,1275.52,1.9262,0.7332,0.0,0.132,0.4713,464.05,0.2668,0.0578,0.0,0.5,0.75,3,0.0,1,0,0,0,490
6674.89,2339.72,876.72,583.33,560.44,491.08,1181.0,4,0,sometimes,0,0.0,monthly,34,employed,4,4851.29,0.1769,0.7268,0.0,0.3505,0.4342,1823.6,0.2732,0.0053,0.0,0.5,0.4,3,0.5993,0,0,1,1,762
6951.85,1111.01,1690.56,2342.6,189.97,1318.28,4148.48,2,1,rarely,0,0.0,monthly,24,employed,2,6652.42,0.5967,0.9569,0.0,0.1598,0.5697,299.43,0.0431,0.0179,0.0,0.0,0.4,3,0.2877,1,0,0,0,411
1260.77,201.14,286.03,196.26,0.46,63.53,2474.57,0,0,sometimes,0,0.0,weekly,18,student,5,747.42,1.9627,0.5928,0.0,0.1595,0.6132,513.35,0.4072,0.0589,0.0,0.5,0.75,1,3.9658,1,0,0,0,602
1213.2,214.48,515.61,61.58,217.66,71.34,246.78,1,1,sometimes,0,0.0,daily,22,unemployed,0,1080.67,0.2034,0.8908,0.0,0.1768,0.2188,132.53,0.1092,0.0061,0.0,0.5,1.0,0,0.0,0,0,0,0,594
3635.1,1852.08,422.08,281.59,49.31,92.48,3984.44,2,0,rarely,0,0.0,monthly,57,employed,0,2697.54,1.0961,0.7421,0.0,0.5095,0.3608,937.56,0.2579,0.0329,0.0,0.0,0.4,3,0.0,1,0,0,1,561
4392.61,264.28,870.61,1126.04,100.99,656.7,6430.32,0,0,sometimes,0,0.0,never,57,self_employed,0,3018.62,1.4639,0.6872,0.0,0.0602,0.7186,1373.99,0.3128,0.0439,0.0,0.5,0.0,2,0.0,1,0,0,0,636
3398.43,830.22,533.65,276.58,236.62,745.02,2377.13,1,0,always,1,149.91,daily,54,self_employed,4,2622.09,0.6995,0.7716,0.0441,0.2443,0.5291,626.43,0.1843,0.021,0.0441,1.0,1.0,2,1.177,1,0,0,0,684
